Date,Steps,"Total Floors","Floors Ascended","Floors Descended",
2/10/15,3182,0,0,0
2/9/15,2833,0,0,0
2/8/15,3793,0,0,0
2/7/15,5791,0,0,0
2/6/15,8262,0,0,0
2/5/15,8387,0,0,0
2/4/15,9611,0,0,0
2/3/15,9347,0,0,0
2/2/15,7983,0,0,0
2/1/15,2314,0,0,0
1/31/15,2384,0,0,0
1/30/15,7733,0,0,0
1/29/15,4699,0,0,0
1/28/15,10060,0,0,0
1/27/15,7828,0,0,0
1/26/15,10885,0,0,0
1/25/15,9780,0,0,0
1/24/15,2356,0,0,0
1/23/15,2554,0,0,0
1/22/15,4108,0,0,0
1/21/15,2669,0,0,0
1/20/15,2531,0,0,0
1/19/15,3383,0,0,0
1/18/15,3471,0,0,0
1/17/15,3239,0,0,0
1/16/15,3190,0,0,0
1/15/15,2293,0,0,0
1/14/15,2102,0,0,0
1/13/15,6530,0,0,0
1/12/15,2947,0,0,0
1/11/15,1223,0,0,0
1/10/15,4856,0,0,0
1/9/15,2071,0,0,0
1/8/15,4171,0,0,0
1/7/15,2534,0,0,0
1/6/15,2531,0,0,0
1/5/15,2649,0,0,0
1/4/15,1584,0,0,0
1/3/15,3195,0,0,0
1/2/15,7070,0,0,0
1/1/15,5454,0,0,0
12/31/14,2446,0,0,0
12/30/14,4195,0,0,0
12/29/14,2881,0,0,0
12/28/14,2887,0,0,0
12/27/14,611,0,0,0
12/26/14,0,0,0,0
12/25/14,4778,0,0,0
12/24/14,5765,0,0,0
12/23/14,2188,0,0,0
12/22/14,3073,0,0,0
12/21/14,4337,0,0,0
12/20/14,2594,0,0,0
12/19/14,2867,0,0,0
12/18/14,1855,0,0,0
12/17/14,4127,0,0,0
12/16/14,1495,0,0,0
12/15/14,10748,0,0,0
12/14/14,3845,0,0,0
12/13/14,2360,0,0,0
12/12/14,1874,0,0,0
12/11/14,2649,0,0,0
12/10/14,2332,0,0,0
12/9/14,7839,0,0,0
12/8/14,1958,0,0,0
12/7/14,1504,0,0,0
12/6/14,4385,0,0,0
12/5/14,10576,0,0,0
12/4/14,8363,0,0,0
12/3/14,4250,0,0,0
12/2/14,1735,0,0,0
12/1/14,2411,0,0,0
11/30/14,4370,0,0,0
11/29/14,3302,0,0,0
11/28/14,1757,0,0,0
11/27/14,1103,0,0,0
11/26/14,2698,0,0,0
11/25/14,2493,0,0,0
11/24/14,1829,0,0,0
11/23/14,1368,0,0,0
11/22/14,4985,0,0,0
11/21/14,4438,0,0,0
11/20/14,2068,0,0,0
11/19/14,8285,0,0,0
11/18/14,5315,0,0,0
11/17/14,2281,0,0,0
11/16/14,1000,0,0,0
11/15/14,11008,0,0,0
11/14/14,5566,0,0,0
11/13/14,3272,0,0,0
11/12/14,6374,0,0,0
11/11/14,2071,0,0,0
11/10/14,2574,0,0,0
11/9/14,2079,0,0,0
11/8/14,3626,0,0,0
11/7/14,3138,0,0,0
11/6/14,1987,0,0,0
11/5/14,7150,0,0,0
11/4/14,7709,0,0,0
11/3/14,8097,0,0,0
11/2/14,1458,0,0,0
11/1/14,13006,0,0,0
10/31/14,7884,0,0,0
10/30/14,8519,0,0,0
10/29/14,8006,0,0,0
10/28/14,2518,0,0,0
10/27/14,4164,0,0,0
10/26/14,1634,0,0,0
10/25/14,4795,0,0,0
10/24/14,3103,0,0,0
10/23/14,2317,0,0,0
10/22/14,5960,0,0,0
10/21/14,2931,0,0,0
10/20/14,8775,0,0,0
10/19/14,10140,0,0,0
10/18/14,12575,0,0,0
10/17/14,3791,0,0,0
10/16/14,10289,0,0,0
10/15/14,12716,0,0,0
10/14/14,7782,0,0,0
10/13/14,8325,0,0,0
10/12/14,1206,0,0,0
10/11/14,2974,0,0,0
10/10/14,2553,0,0,0
10/9/14,2843,0,0,0
10/8/14,2342,0,0,0
10/7/14,2778,0,0,0
10/6/14,1678,0,0,0
10/5/14,4067,0,0,0
10/4/14,8086,0,0,0
10/3/14,7382,0,0,0
10/2/14,9623,0,0,0
10/1/14,5383,0,0,0
9/30/14,1951,0,0,0
9/29/14,2536,0,0,0
9/28/14,2493,0,0,0
9/27/14,2974,0,0,0
9/26/14,1369,0,0,0
9/25/14,2251,0,0,0
9/24/14,2854,0,0,0
9/23/14,668,0,0,0
9/22/14,3804,0,0,0
9/21/14,4657,0,0,0
9/20/14,6803,0,0,0
9/19/14,5611,0,0,0
9/18/14,6180,0,0,0
9/17/14,4570,0,0,0
9/16/14,3873,0,0,0
9/15/14,1039,0,0,0
9/14/14,3115,0,0,0
9/13/14,3827,0,0,0
9/12/14,2568,0,0,0
9/11/14,1845,0,0,0
9/10/14,7282,0,0,0
9/9/14,10243,0,0,0
9/8/14,2334,0,0,0
9/7/14,585,0,0,0
9/6/14,3937,0,0,0
9/5/14,3678,0,0,0
9/4/14,7396,0,0,0
9/3/14,2933,0,0,0
9/2/14,0,0,0,0
9/1/14,2184,0,0,0
8/31/14,2051,0,0,0
8/30/14,3446,0,0,0
8/29/14,7471,0,0,0
8/28/14,8613,0,0,0
8/27/14,7403,0,0,0
8/26/14,8510,0,0,0
8/25/14,2877,0,0,0
8/24/14,369,0,0,0
8/23/14,4569,0,0,0
8/22/14,2685,0,0,0
8/21/14,2200,0,0,0
8/20/14,3800,0,0,0
8/19/14,438,0,0,0
8/18/14,1818,0,0,0
8/17/14,5556,0,0,0
8/16/14,2948,0,0,0
8/15/14,3328,0,0,0
8/14/14,3114,0,0,0
8/13/14,1232,0,0,0
8/12/14,1833,0,0,0
8/11/14,2107,0,0,0
8/10/14,2702,0,0,0
8/9/14,3127,0,0,0
8/8/14,2060,0,0,0
8/7/14,1913,0,0,0
8/6/14,2111,0,0,0
8/5/14,2780,0,0,0
8/4/14,3448,0,0,0
8/3/14,1718,0,0,0
8/2/14,1552,0,0,0
8/1/14,9698,0,0,0
7/31/14,5809,0,0,0
7/30/14,4127,0,0,0
7/29/14,7108,0,0,0
7/28/14,2083,0,0,0
7/27/14,902,0,0,0
7/26/14,8880,0,0,0
7/25/14,12074,0,0,0
7/24/14,9643,0,0,0
7/23/14,10030,0,0,0
7/22/14,5863,0,0,0
7/21/14,5940,0,0,0
7/20/14,3344,0,0,0
7/19/14,3022,0,0,0
7/18/14,6455,0,0,0
7/17/14,1106,0,0,0
7/16/14,2137,0,0,0
7/15/14,291,0,0,0
7/14/14,1390,0,0,0
7/12/14,2696,0,0,0
7/11/14,4368,0,0,0
7/10/14,2074,0,0,0
7/9/14,4207,0,0,0
7/8/14,1283,0,0,0
7/7/14,2478,0,0,0
7/6/14,8125,0,0,0
7/5/14,1200,0,0,0
7/5/14,209,0,0,0
7/4/14,1136,0,0,0
7/3/14,2210,0,0,0
7/2/14,3140,0,0,0
7/1/14,5081,0,0,0
6/30/14,1608,0,0,0
6/29/14,1289,0,0,0
6/28/14,4477,0,0,0
6/27/14,1324,0,0,0
6/26/14,2210,0,0,0
6/25/14,2492,0,0,0
6/24/14,5917,0,0,0
6/23/14,2113,0,0,0
6/22/14,673,0,0,0
6/21/14,1400,0,0,0
6/20/14,2314,0,0,0
6/19/14,1213,0,0,0
6/18/14,1641,0,0,0
6/17/14,2193,0,0,0
6/16/14,3107,0,0,0
6/15/14,1227,0,0,0
6/12/14,1933,0,0,0
6/11/14,2626,0,0,0
6/10/14,7296,0,0,0
6/9/14,2382,0,0,0
6/8/14,1660,0,0,0
6/7/14,1371,0,0,0
6/6/14,1276,0,0,0
6/5/14,4700,0,0,0
5/4/14,0,0,0,0
5/3/14,1913,0,0,0
5/2/14,3426,0,0,0
5/1/14,4556,0,0,0
4/30/14,4184,0,0,0
4/29/14,3471,0,0,0
4/28/14,2361,0,0,0
4/27/14,1939,0,0,0
4/26/14,76,0,0,0
4/25/14,1641,0,0,0
4/24/14,4934,0,0,0
4/23/14,1993,0,0,0
4/22/14,1679,0,0,0
4/21/14,2475,0,0,0
4/20/14,3865,0,0,0
4/19/14,2773,0,0,0
4/18/14,2890,0,0,0
4/17/14,4119,0,0,0
4/16/14,2181,0,0,0
4/15/14,1191,0,0,0
4/14/14,1944,0,0,0
4/13/14,251,0,0,0
4/12/14,151,0,0,0
4/11/14,3213,0,0,0
4/10/14,2195,0,0,0
4/9/14,1947,0,0,0
4/8/14,2963,0,0,0
4/7/14,2128,0,0,0
4/6/14,2161,0,0,0
4/5/14,1498,0,0,0
4/4/14,2677,0,0,0
4/3/14,5731,0,0,0
4/2/14,2239,0,0,0
4/1/14,1453,0,0,0
3/31/14,4214,0,0,0
3/30/14,1266,0,0,0
3/29/14,2343,0,0,0
3/28/14,2591,0,0,0
3/27/14,3033,0,0,0
3/26/14,1914,0,0,0
3/25/14,2412,0,0,0
3/24/14,2219,0,0,0
3/23/14,1004,0,0,0
3/22/14,7020,0,0,0
3/21/14,3086,0,0,0
3/20/14,3015,0,0,0
3/19/14,2269,0,0,0
3/18/14,1949,0,0,0
3/17/14,2238,0,0,0
3/16/14,491,0,0,0
3/15/14,787,0,0,0
3/14/14,3378,0,0,0
3/13/14,3443,0,0,0
3/12/14,6432,0,0,0
3/11/14,2856,0,0,0
3/10/14,3691,0,0,0
3/9/14,1677,0,0,0
3/8/14,2,0,0,0
3/7/14,4689,0,0,0
3/6/14,147,0,0,0
3/5/14,1956,0,0,0
3/4/14,1918,0,0,0
3/3/14,1612,0,0,0
3/2/14,358,0,0,0
3/1/14,2477,0,0,0
2/28/14,1336,0,0,0
2/27/14,2039,0,0,0
2/26/14,1919,0,0,0
2/25/14,5027,0,0,0
2/24/14,2552,0,0,0
2/23/14,139,0,0,0
2/22/14,1710,0,0,0
2/21/14,2285,0,0,0
2/20/14,2435,0,0,0
2/19/14,4424,0,0,0
2/18/14,1819,0,0,0
2/17/14,1890,0,0,0
2/16/14,4078,0,0,0
2/15/14,512,0,0,0
2/14/14,3625,0,0,0
2/13/14,2429,0,0,0
2/12/14,1995,0,0,0
2/11/14,2789,0,0,0
2/10/14,2382,0,0,0
2/9/14,927,0,0,0
2/8/14,3811,0,0,0
2/7/14,2401,0,0,0
2/6/14,6401,0,0,0
2/5/14,5937,0,0,0
2/4/14,2191,0,0,0
2/3/14,1186,0,0,0
2/2/14,4219,0,0,0
2/1/14,1909,0,0,0
1/31/14,4019,0,0,0
1/30/14,7133,0,0,0
1/29/14,3872,0,0,0
1/28/14,396,0,0,0
1/27/14,1907,0,0,0
1/26/14,1422,0,0,0
1/25/14,2527,0,0,0
1/24/14,1743,0,0,0
1/23/14,2604,0,0,0
1/22/14,2186,0,0,0
1/21/14,1832,0,0,0
1/20/14,1999,0,0,0
1/19/14,2368,0,0,0
1/18/14,1650,0,0,0
1/17/14,2225,0,0,0
1/16/14,2609,0,0,0
1/15/14,2359,0,0,0
1/14/14,972,0,0,0
1/13/14,1949,0,0,0
1/12/14,638,0,0,0
1/11/14,3755,0,0,0
1/10/14,2300,0,0,0
1/9/14,1788,0,0,0
1/8/14,1965,0,0,0
1/7/14,2257,0,0,0
1/6/14,2507,0,0,0
1/5/14,859,0,0,0
1/4/14,2557,0,0,0
1/3/14,1883,0,0,0
1/2/14,1453,0,0,0
1/1/14,532,0,0,0
12/31/13,1483,0,0,0
12/30/13,308,0,0,0
12/29/13,3153,0,0,0
12/28/13,2504,0,0,0
12/27/13,6897,0,0,0
12/26/13,420,0,0,0
12/25/13,1915,0,0,0
12/24/13,2852,0,0,0
12/23/13,3389,0,0,0
12/22/13,2012,0,0,0
12/21/13,4765,0,0,0
12/20/13,5012,0,0,0
12/19/13,4954,0,0,0
12/18/13,2083,0,0,0
12/17/13,1227,0,0,0
12/16/13,3409,0,0,0
12/15/13,3069,0,0,0
12/14/13,7771,0,0,0
12/13/13,3883,0,0,0
12/12/13,1292,0,0,0
12/11/13,3339,0,0,0
12/10/13,1714,0,0,0
12/9/13,1626,0,0,0
12/8/13,250,0,0,0
12/7/13,3151,0,0,0
12/6/13,2811,0,0,0
12/5/13,2182,0,0,0
11/26/13,929,0,0,0
11/25/13,998,0,0,0
11/24/13,1575,0,0,0
11/23/13,6270,0,0,0
11/22/13,1550,0,0,0
11/21/13,1395,0,0,0
11/20/13,1811,0,0,0
11/19/13,7163,0,0,0
11/18/13,1637,0,0,0
11/17/13,1388,0,0,0
11/16/13,1989,0,0,0
11/15/13,2299,0,0,0
11/14/13,1495,0,0,0
11/13/13,1157,0,0,0
11/12/13,1846,0,0,0
11/11/13,1770,0,0,0
11/10/13,1788,0,0,0
11/9/13,2024,0,0,0
11/8/13,2982,0,0,0
11/7/13,2261,0,0,0
11/6/13,6845,0,0,0
11/5/13,1295,0,0,0
11/4/13,3163,0,0,0
11/3/13,2614,0,0,0
11/2/13,1414,0,0,0
11/1/13,2198,0,0,0
10/31/13,1359,0,0,0
10/30/13,6221,0,0,0
10/29/13,4133,0,0,0
10/28/13,1731,0,0,0
10/26/13,1536,0,0,0
10/25/13,4536,0,0,0
10/25/13,3236,0,0,0
10/24/13,1257,0,0,0
10/23/13,3649,0,0,0
10/22/13,1272,0,0,0
10/21/13,1063,0,0,0
10/20/13,1060,0,0,0
10/19/13,4577,0,0,0
10/18/13,2203,0,0,0
10/17/13,1379,0,0,0
10/16/13,4870,0,0,0
10/15/13,1490,0,0,0
10/14/13,1057,0,0,0
10/13/13,2213,0,0,0
10/12/13,1765,0,0,0
10/11/13,2438,0,0,0
10/10/13,2386,0,0,0
10/9/13,1563,0,0,0
10/8/13,2025,0,0,0
10/7/13,3056,0,0,0
